9.104999999999999760e-01,-1.466800000000000104e+00,-1.164199999999999902e+00,-9.024999999999999689e-01,-4.012000000000000011e-01,1.184800000000000075e+00,5.258000000000000451e-01,3.934000000000000274e-01,-7.258999999999999897e-01,5.698999999999999622e-01,-9.939000000000000057e-01,-1.488899999999999890e+00,-1.135799999999999921e+00,5.352999999999999980e-01,1.061800000000000077e+00,1.726999999999999924e-01,5.037000000000000366e-01,9.104999999999999760e-01,8.759999999999999731e-02,6.897999999999999687e-01,3.095400000000000151e+00,-1.596100000000000074e+00,-7.196000000000000174e-01,6.771000000000000352e-01,9.167999999999999483e-01,-3.540000000000000091e-02,-6.690000000000000113e-02,1.370800000000000018e+00,6.707999999999999519e-01,-3.569999999999999840e-01,1.925699999999999967e+00,7.180999999999999606e-01,2.625599999999999934e+00,-7.321999999999999620e-01,1.452800000000000091e+00,-5.997999999999999998e-01,8.758000000000000229e-01,-1.078999999999999959e+00,1.096000000000000030e-01,6.897999999999999687e-01,6.424999999999999600e-01,1.915999999999999925e-01,1.004999999999999893e+00,2.155899999999999928e+00,4.030000000000000249e-02,2.230999999999999928e-01
-1.836300000000000043e+00,-1.617199999999999971e+00,-3.392999999999999905e-01,1.208499999999999908e+00,-3.739000000000000101e-01,1.705000000000000127e-01,5.786999999999999922e-01,-1.084400000000000031e+00,-6.479999999999999649e-02,-8.606000000000000316e-01,-3.479999999999999760e-02,3.549999999999999822e-01,-1.501900000000000013e+00,9.201000000000000290e-01,1.219999999999999973e-01,-5.283999999999999808e-01,-7.822000000000000064e-01,-1.870999999999999885e-01,-3.600999999999999757e-01,-9.575000000000000178e-01,-9.940000000000000224e-02,1.051600000000000090e+00,-1.296599999999999975e+00,1.492199999999999971e+00,1.097699999999999898e+00,-3.939999999999999752e-02,-5.330000000000000016e-02,-3.024000000000000021e-01,-7.844999999999999751e-01,-3.669999999999999929e-01,4.541999999999999926e-01,-1.431999999999999940e-01,-1.116600000000000037e+00,7.933000000000000052e-01,-9.249999999999999889e-02,-2.816000000000000170e-01,-6.369000000000000217e-01,-6.183999999999999497e-01,1.321499999999999897e+00,6.226000000000000423e-01,-8.028999999999999471e-01,-4.016000000000000125e-01,-2.447000000000000008e-01,-8.214000000000000190e-01,6.872000000000000330e-01,2.004300000000000193e+00
9.481000000000000538e-01,-1.408300000000000107e+00,-1.147000000000000020e+00,-8.423000000000000487e-01,-3.118000000000000216e-01,1.046100000000000030e+00,6.308000000000000274e-01,4.162000000000000144e-01,-8.175999999999999934e-01,5.000999999999999890e-01,-8.568000000000000060e-01,-1.497500000000000053e+00,-1.136300000000000088e+00,6.681000000000000272e-01,1.055399999999999894e+00,-2.709999999999999909e-02,4.022000000000000020e-01,8.407999999999999918e-01,1.222000000000000031e-01,7.428000000000000158e-01,3.141199999999999992e+00,-1.569299999999999917e+00,-7.467000000000000304e-01,8.780999999999999917e-01,8.454000000000000403e-01,-1.779999999999999985e-02,-1.484999999999999931e-01,1.517400000000000082e+00,6.867999999999999661e-01,-3.678000000000000158e-01,1.881299999999999972e+00,7.055000000000000160e-01,2.772600000000000176e+00,-7.831000000000000183e-01,1.512699999999999934e+00,-5.544000000000000039e-01,8.873999999999999666e-01,-1.104100000000000081e+00,1.174999999999999933e-01,6.028000000000000025e-01,6.215000000000000524e-01,1.688000000000000056e-01,1.074100000000000055e+00,2.091299999999999937e+00,-3.649999999999999772e-02,4.750000000000000056e-02
9.284999999999999920e-01,-1.320599999999999996e+00,-1.107699999999999907e+00,-8.786000000000000476e-01,-4.822000000000000175e-01,1.231500000000000039e+00,3.820000000000000062e-01,3.027000000000000246e-01,-7.257000000000000117e-01,5.179000000000000270e-01,-9.156999999999999584e-01,-1.331099999999999950e+00,-1.090100000000000069e+00,4.612999999999999878e-01,1.038899999999999935e+00,3.649999999999999772e-02,4.783000000000000029e-01,9.114999999999999769e-01,-1.529999999999999936e-02,6.935000000000000053e-01,3.626999999999999780e+00,-1.392300000000000093e+00,-7.149999999999999689e-01,6.736999999999999655e-01,9.030000000000000249e-01,-6.029999999999999943e-02,-1.155000000000000054e-01,1.477800000000000002e+00,7.019999999999999574e-01,-4.400000000000000022e-01,2.202700000000000102e+00,6.368000000000000327e-01,2.947400000000000020e+00,-7.149999999999999689e-01,1.452299999999999924e+00,-4.699999999999999734e-01,7.953999999999999959e-01,-1.046499999999999986e+00,3.540000000000000091e-02,6.282999999999999696e-01,5.604000000000000092e-01,1.073000000000000065e-01,9.936000000000000387e-01,2.763399999999999856e+00,-7.100000000000000408e-03,4.329999999999999821e-02
-1.963000000000000023e-01,1.279099999999999904e+00,1.279099999999999904e+00,8.824999999999999512e-01,1.128400000000000070e+00,-6.737999999999999545e-01,-9.491000000000000547e-01,5.652000000000000357e-01,-9.688999999999999835e-01,2.003000000000000058e-01,1.685999999999999999e-01,7.477000000000000313e-01,-1.645000000000000073e-01,1.485400000000000054e+00,4.170000000000000095e-02,-1.487700000000000022e+00,-1.634400000000000075e+00,-8.086999999999999744e-01,6.921000000000000485e-01,7.318000000000000060e-01,5.255999999999999561e-01,4.959999999999999826e-02,-1.111699999999999910e+00,-8.071000000000000396e-01,-2.200999999999999901e-01,-1.014100000000000001e+00,-4.374000000000000110e-01,-6.952000000000000401e-01,9.697999999999999954e-01,1.120500000000000052e+00,3.272999999999999798e-01,-3.810999999999999943e-01,9.617999999999999883e-01,-2.970000000000000070e-02,2.797000000000000042e-01,7.318000000000000060e-01,8.348999999999999755e-01,2.559000000000000163e-01,-2.225000000000000033e-01,3.379999999999999671e-02,4.858999999999999986e-01,-2.121000000000000107e-01,4.541999999999999926e-01,-1.062500000000000000e+00,-7.927999999999999492e-01,-1.310799999999999965e+00
-1.958999999999999908e-01,2.838999999999999857e-01,4.351999999999999758e-01,3.356000000000000094e-01,1.185699999999999976e+00,-8.051000000000000378e-01,1.520199999999999996e+00,5.168000000000000371e-01,-1.430099999999999927e+00,-3.174000000000000155e-01,1.157899999999999929e+00,-3.272999999999999798e-01,-2.914999999999999813e-01,7.258000000000000007e-01,1.764000000000000012e-01,-1.501600000000000046e+00,-1.241500000000000048e+00,-4.408000000000000251e-01,4.749999999999999778e-01,4.769999999999999796e-01,9.707000000000000073e-01,-1.461999999999999966e-01,-9.310000000000000497e-01,1.267400000000000082e+00,-6.736999999999999655e-01,-3.054000000000000048e-01,-1.048999999999999932e+00,1.064300000000000024e+00,4.292000000000000259e-01,-2.139000000000000068e-01,-2.854999999999999760e-01,-1.739999999999999880e-01,1.864600000000000035e+00,-8.949000000000000288e-01,1.050400000000000000e+00,2.878999999999999893e-01,1.246000000000000024e-01,-5.842000000000000526e-01,-2.237999999999999989e-01,-8.746000000000000441e-01,4.299999999999999656e-02,-2.736000000000000099e-01,4.331999999999999740e-01,-5.782000000000000473e-01,-1.013200000000000101e+00,-1.000199999999999978e+00
5.877000000000000002e-01,1.421999999999999931e-01,-8.830999999999999961e-01,1.069999999999999979e-01,2.240000000000000047e-01,-6.570000000000000284e-01,7.667000000000000481e-01,5.792000000000000481e-01,-1.462900000000000089e+00,-3.383999999999999786e-01,8.062000000000000277e-01,-6.132999999999999563e-01,-1.105399999999999938e+00,5.271000000000000130e-01,1.042000000000000010e-01,-1.175300000000000011e+00,-8.964999999999999636e-01,-5.650000000000000161e-02,4.114999999999999769e-01,1.331900000000000084e+00,1.843599999999999905e+00,-6.739000000000000545e-01,-1.139100000000000001e+00,3.114000000000000101e-01,-6.219999999999999835e-02,-8.364000000000000323e-01,-9.261000000000000343e-01,8.907000000000000473e-01,8.935999999999999499e-01,-1.199000000000000066e-01,1.050000000000000044e+00,4.228000000000000091e-01,2.544200000000000017e+00,-4.625000000000000222e-01,1.247400000000000064e+00,-5.790000000000000008e-02,8.033000000000000140e-01,-6.160999999999999810e-01,1.902000000000000079e-01,1.295999999999999930e-01,9.767000000000000126e-01,-5.541000000000000369e-01,8.809000000000000163e-01,2.310000000000000109e-01,-6.457000000000000517e-01,-1.327399999999999913e+00
5.150000000000000133e-01,-2.988000000000000100e-01,-7.937999999999999501e-01,-3.876999999999999891e-01,4.708999999999999853e-01,-1.439999999999999961e-02,3.770000000000000018e-01,4.148999999999999910e-01,-1.574300000000000033e+00,9.220000000000000417e-02,-8.200000000000000691e-03,-5.322999999999999954e-01,-1.063499999999999890e+00,1.769400000000000084e+00,4.325999999999999845e-01,-9.082999999999999963e-01,-8.991999999999999993e-01,-1.319999999999999993e-02,5.473999999999999977e-01,1.230499999999999927e+00,2.973700000000000010e+00,-1.212699999999999889e+00,-1.354999999999999982e+00,8.124000000000000110e-01,1.920000000000000040e-01,-3.456000000000000183e-01,-6.341999999999999860e-01,6.474999999999999645e-01,5.709999999999999520e-01,-5.680000000000000326e-02,1.595699999999999896e+00,6.916999999999999815e-01,3.076700000000000212e+00,-6.264999999999999458e-01,1.863599999999999923e+00,-5.879999999999999810e-02,1.151000000000000023e+00,-6.530000000000000249e-01,-1.141999999999999960e-01,1.125000000000000028e-01,9.596999999999999975e-01,-2.705000000000000182e-01,7.447000000000000286e-01,5.975000000000000311e-01,-5.712000000000000410e-01,-9.076999999999999513e-01
-4.329999999999999960e-01,2.389999999999999902e-01,9.651999999999999469e-01,1.351799999999999891e+00,8.496000000000000218e-01,-5.775000000000000133e-01,1.377099999999999991e+00,-7.889999999999999791e-02,-1.130300000000000082e+00,-4.279999999999999777e-02,7.280000000000000360e-02,-8.619999999999999885e-02,-9.640999999999999570e-01,-1.065199999999999925e+00,-4.655000000000000249e-01,7.230999999999999650e-01,6.199999999999999956e-02,1.543299999999999894e+00,1.522999999999999909e-01,3.546000000000000263e-01,-4.655000000000000249e-01,5.109999999999999959e-02,-1.209799999999999986e+00,-1.295000000000000040e-01,-4.148999999999999910e-01,6.472999999999999865e-01,-2.233999999999999875e-01,-7.509000000000000119e-01,-4.944000000000000061e-01,6.919999999999999762e-02,-4.763000000000000012e-01,5.533000000000000140e-01,9.810000000000000664e-02,-1.018299999999999983e+00,-3.788000000000000256e-01,5.642000000000000348e-01,-7.400999999999999801e-01,-9.387999999999999678e-01,-7.798000000000000487e-01,-9.605000000000000204e-01,-3.824000000000000177e-01,6.762000000000000233e-01,-2.921000000000000263e-01,-1.220599999999999907e+00,-1.824000000000000066e+00,-1.177200000000000024e+00
-5.368000000000000549e-01,1.220699999999999896e+00,1.614400000000000057e+00,1.101299999999999946e+00,1.484099999999999975e+00,-1.366800000000000015e+00,9.429999999999999494e-02,-3.090999999999999859e-01,-8.097999999999999643e-01,-4.298000000000000154e-01,1.396300000000000097e+00,4.331999999999999740e-01,4.002000000000000002e-01,1.302999999999999936e+00,-8.688000000000000167e-01,-1.713899999999999979e+00,-1.687899999999999956e+00,-8.770000000000000018e-01,-1.484999999999999931e-01,-2.637999999999999790e-01,-6.917999999999999705e-01,9.092000000000000082e-01,-3.955000000000000182e-01,-5.800000000000000294e-02,-9.635000000000000231e-01,-1.111599999999999921e+00,-9.525000000000000133e-01,-1.101000000000000034e-01,3.810000000000000053e-01,3.700000000000000164e-03,-1.054000000000000048e+00,-7.672999999999999821e-01,-2.102999999999999869e-01,2.602999999999999758e-01,-1.842000000000000026e-01,8.091000000000000414e-01,-3.035999999999999810e-01,3.700999999999999845e-01,-4.914999999999999925e-01,-1.211799999999999988e+00,-2.184999999999999998e-01,-2.706000000000000072e-01,-7.169999999999999984e-02,-1.508099999999999996e+00,-9.758000000000000007e-01,-1.106200000000000072e+00
